fecha hora Temperatura Humedad Presión Dirección Velocidad Altura Ozono
11/04/2012 09:52:04 19.6 32.9 697.5 47.8 0.0 942.1 48.7
11/04/2012 09:52:09 19.7 32.3 697.5 44.6 0.0 941.4 48.8
11/04/2012 09:52:14 19.8 32.2 697.4 40.4 0.0 942.5 48.8
11/04/2012 09:52:19 19.9 32.1 697.5 37.6 0.0 942.5 49.0
11/04/2012 09:52:24 19.9 32.0 697.4 30.3 0.0 942.8 49.0
11/04/2012 09:52:29 19.9 32.2 697.5 31.2 0.0 942.8 49.1
11/04/2012 09:52:34 19.8 32.5 697.5 24.5 0.0 941.8 49.1
11/04/2012 09:52:39 19.8 32.6 697.5 31.0 0.0 942.8 49.4
11/04/2012 09:52:44 19.8 32.5 697.5 35.8 0.0 941.8 49.3
11/04/2012 09:52:49 19.9 32.6 697.5 30.1 0.0 941.8 49.4
11/04/2012 09:52:54 19.9 32.5 697.5 31.2 0.0 942.1 49.4
11/04/2012 09:52:59 19.9 32.0 697.5 8.5 0.0 942.1 49.1
11/04/2012 09:53:04 19.9 31.7 697.5 13.7 0.0 941.4 49.1
11/04/2012 09:53:09 19.8 31.6 697.5 24.7 0.0 941.4 49.0
11/04/2012 09:53:14 19.8 31.9 697.5 21.3 0.0 943.5 49.0
11/04/2012 09:53:19 19.8 31.7 697.5 28.9 0.0 941.4 48.9
11/04/2012 09:53:24 19.8 31.6 697.5 28.3 0.0 941.4 48.8
11/04/2012 09:53:29 19.8 31.5 697.6 30.1 0.0 940.7 48.9
11/04/2012 09:53:34 19.9 31.3 697.5 25.1 0.0 941.8 49.0
11/04/2012 09:53:39 19.9 31.1 697.5 36.1 0.0 940.7 49.0
11/04/2012 09:53:44 19.9 30.9 697.5 23.5 0.0 940.7 49.0
11/04/2012 09:53:49 19.9 31.1 697.5 21.8 0.0 942.1 48.9
11/04/2012 09:53:54 19.8 31.4 697.5 33.4 0.0 941.1 49.0
11/04/2012 09:53:59 19.8 31.6 697.5 18.4 0.0 942.5 49.3
11/04/2012 09:54:04 19.9 31.6 697.5 27.4 0.0 942.5 49.1
11/04/2012 09:54:09 19.8 31.6 697.5 36.5 0.0 941.8 49.1
11/04/2012 09:54:14 19.9 31.6 697.5 30.5 0.0 941.8 49.3
11/04/2012 09:54:19 19.8 31.8 697.5 29.4 0.0 941.8 49.3
11/04/2012 09:54:24 19.8 31.8 697.5 30.1 0.0 941.1 49.3
11/04/2012 09:54:29 19.8 31.7 697.5 28.3 0.0 942.1 49.3
11/04/2012 09:54:34 19.9 31.7 697.5 31.4 0.0 942.5 49.3
11/04/2012 09:54:39 19.9 31.6 697.5 37.1 0.0 941.4 49.4
11/04/2012 09:54:44 19.9 31.4 697.5 24.4 0.0 941.8 49.4
11/04/2012 09:54:49 19.9 31.2 697.5 33.3 0.0 940.7 49.3
11/04/2012 09:54:54 19.9 31.1 697.7 26.7 0.0 934.4 49.4
11/04/2012 09:54:59 19.8 31.5 697.5 22.6 0.0 942.1 49.5
11/04/2012 09:55:04 19.8 32.0 697.5 17.6 0.0 942.1 49.6
11/04/2012 09:55:09 19.7 32.1 697.5 19.7 0.0 941.4 49.5
11/04/2012 09:55:14 19.6 31.9 697.5 20.8 0.0 941.8 49.5
11/04/2012 09:55:19 19.6 31.9 697.5 29.9 0.0 942.8 49.6
11/04/2012 09:55:24 19.6 32.0 697.5 27.6 0.0 942.5 49.7
11/04/2012 09:55:29 19.6 32.0 697.5 31.7 0.0 942.5 49.5
11/04/2012 09:55:34 19.6 32.0 697.5 35.6 0.0 941.8 49.6
11/04/2012 09:55:39 19.6 31.9 697.5 30.1 0.0 941.8 49.5
11/04/2012 09:55:44 19.6 31.9 697.4 36.1 0.0 942.5 49.5
11/04/2012 09:55:49 19.6 31.9 697.5 31.4 0.0 941.4 49.6
11/04/2012 09:55:54 19.6 31.8 697.4 41.7 0.0 942.8 49.7
11/04/2012 09:55:59 19.6 31.9 697.4 28.9 0.0 943.2 49.6
